"id","name","description","price","sourceURL"
"13","Laptop Dell Inspiron N3530 i5 1334U/16GB/512GB/15.6\"FHD/Win11/Office HS21","Sườn trái của laptop Dell bố trí cổng sạc, cổng HDMI, cổng USB 3.2 và cổng USB Type-C trong khi ở sườn phải là cổng USB 2.0, khe gắn thẻ nhớ và Jack 3.5mm. Trang bị này giúp việc kết nối máy tính với phụ kiện và thiết bị ngoại vi trở nên dễ dàng hơn trong mọi tình huống. Ngoài ra, bạn cũng có thể sử dụng kết nối không dây qua Bluetooth 5.3 và Wi-Fi 6.","18490000","/may-tinh-xach-tay/dell-inspiron-n3530-i5-1334u-71043885"
"14","Laptop Acer Aspire Lite AL14-52M-54CJ i5 1334U/16GB/512GB/14\"FHD+/Win11","Ngoài ra, các công nghệ như Wi-Fi 6 và Bluetooth 5.1 giúp kết nối không dây nhanh chóng, ổn định trong mọi tình huống. Với những phương thức kết nối đa dạng này, bạn có thể làm việc linh hoạt, mở rộng không gian hiển thị và kết nối với nhiều thiết bị một cách dễ dàng.","14990000","/may-tinh-xach-tay/acer-aspire-lite-al14-52m-54cj"
"15","Laptop Asus TUF Gaming A15 FA506NCR-HN047W R7-7435HS/16GB/512GB/15.6\" 144Hz/Nvidia GeForce RTX3050 4GB/Win 11","Chiếc laptop TUF FA506NCR-HN047W sở hữu viên pin 48Wh, kết hợp với vi xử lý AMD Ryzen 7000 series tiết kiệm điện, giúp bạn sử dụng máy trong thời gian dài mà không cần bận tâm về nguồn sạc. TUF Gaming FA506NCR-HN047W có thể đáp ứng tốt các tác vụ nhẹ như lướt web, làm việc văn phòng hay xem phim mà không cần cắm sạc liên tục.","19490000","/may-tinh-xach-tay/asus-tuf-gaming-a15-fa506ncr-hn047w-r7-7435hs"
"16","Laptop Asus Vivobook X1404ZA-NK387W i3 1215U/8GB/512GB/14\" FHD/Win11","ASUS Vivobook tôn trọng quyền riêng tư và bảo mật của người dùng. Bạn sẽ có một tấm chắn webcam để bảo vệ hình ảnh, bên cạnh đó cảm biến vân tay cho phép mở khóa đăng nhập chỉ bằng một cú chạm, không cần mất công nhập mật khẩu.","9990000","/may-tinh-xach-tay/asus-vivobook-x1404za-nk387w-i3-1215u"
"17","Laptop Asus Gaming Vivobook K3605ZC-RP564W i5-12500H/16GB/512GB/16\"/Nvidia GeForce RTX3050 4GB/Win11","Ngoài ra, để bảo vệ sức khỏe người dùng, nhà sản xuất còn phủ lên thân máy lớp chất liệu Antimicrobial Guard nhằm ngăn ngừa vi khuẩn sinh sôi phát triển, có tác dụng ức chế đến 99% các loại vi khuẩn trong vòng ít nhất 3 năm.","18990000","/may-tinh-xach-tay/asus-vivobook-gaming-k3605zc-rp564w-i5-12500h"
"18","Laptop Asus Vivobook X1504ZA-NJ1039W i7-1255U/16GB/512GB/15.6'' FHD/Win11","Độ bền chuẩn quân sự Hoa Kỳ MIL-STD 810H của Vivobook X1504ZA-NJ1039W sẽ giúp người dùng an tâm hơn khi sử dụng, thoải mái làm việc trong những chuyến đi xa hoặc mang theo laptop như phương án giải trí tuyệt vời khi đi du lịch.","15990000","/may-tinh-xach-tay/asus-vivobook-x1504za-nj1039w-i7-1255u"
"19","Laptop Asus TUF Gaming FX507ZC4-HN095W i5 12500H/16GB/512GB/15.6\"/Nvidia RTX3050 4GB/Win11","Thế giới ảo trước mắt bạn sẽ trở nên lung linh, sống động, chân thực hơn bao giờ hết. Asus TUF Gaming FX507ZC4-HN095W trang bị màn hình 15.6 inch có tốc độ quét siêu mượt 144Hz và sử dụng tấm nền IPS để mang lại góc nhìn rộng 178 độ. Hiện tượng giật, lag, đứt gãy khung hình khi chơi cũng sẽ không còn vì công nghệ đồng bộ hình ảnh Adaptive-Sync sẽ đứng ra đảm nhiệm việc này. Màn hình của máy còn được phủ thêm một lớp chống chói để những hình ảnh được thể hiện ở độ phân giải Full HD 1920 x 1080 pixels luôn luôn rõ ràng, sắc nét.","19690000","/may-tinh-xach-tay/asus-tuf-gaming-fx507zc4-hn095w-i5-12500h"
"20","Laptop HP Gaming Victus 16-s0173AX R5-7640HS/16GB/512GB/16\" 144Hz/GeForce RTX3050 6GB/Win11_A9LG9PA","Mặc dù có thiết kế mỏng, HP Victus 16 vẫn tích hợp đầy đủ các cổng kết nối cần thiết cho mọi nhu cầu sử dụng. Bạn sẽ tìm thấy các cổng kết nối tiên tiến như 3 cổng USB Type-A, HDMI 2.1, USB Type-C (hỗ trợ DisplayPort 1.4 và sạc khi không bật máy), jack tai nghe/mic 3.5mm, cổng mạng dây Ethernet. Những cổng kết nối này đáp ứng hoàn hảo nhu cầu kết nối với các thiết bị ngoại vi để bạn làm việc tiện lợi hơn.","21490000","/may-tinh-xach-tay/hp-gaming-victus-16-s0173ax-r5-7640hs-a9lg9pa"
"21","Laptop Acer Aspire Go AG15-31P-32U6 i3 N305/8GB/512GB/15.6\" FHD/Win11","Dung lượng pin của Acer Aspire Go AG15-31P-32U6 thật ấn tượng với con số 50Wh. Pin trâu giúp máy duy trì hoạt động ổn định xuyên suốt nhiều giờ đồng hồ, bạn thậm chí có thể sử dụng được cả ngày dài mà không cần sạc lại. Chỉ cần máy đầy pin, bạn hoàn toàn tự tin sử dụng laptop ở bất cứ đâu, kể cả khi không đem theo sạc.","8990000","/may-tinh-xach-tay/acer-aspire-go-ag15-31p-32u6-i3-n305"
"22","Laptop Lenovo IdeaPad Slim 3 14IRH10 i5-13420H/16GB/512GB/14\" WUXGA/Win 11","Lenovo luôn chú trọng đến tính bảo mật trên các sản phẩm do hãng sản xuất và IdeaPad Slim 3 không phải ngoại lệ. Máy được tích hợp webcam HD có màn trập vật lý, giúp bạn bảo vệ quyền riêng tư, tránh nguy cơ bị theo dõi trái phép bởi hacker và mã độc.","15490000","/may-tinh-xach-tay/lenovo-ideapad-slim-3-14irh10-83k00008vn"
"23","Laptop MSI Gaming Thin15 B13UC-2044VN i7-13620H/16GB/512GB/15.6\"FHD/RTX3050 4GB/Win11_Balo","Với cấu hình mạnh mẽ, thiết kế đẹp mắt và hệ thống tản nhiệt hiệu quả, MSI Thin 15 B13UC 2044VN là lựa chọn lý tưởng cho các game thủ. Chiếc laptop này không chỉ đáp ứng tốt nhu cầu chơi game mà còn phục vụ tốt cho các tác vụ đa nhiệm và sáng tạo nội dung.","19990000","/may-tinh-xach-tay/msi-gaming-thin15-b13uc-2044vn-i7-13620h"
"24","Laptop Dell Inspiron 14 N5440 i5 1334U/16GB/512GB/14\"FHD+/Win11/Office HS21","Điểm đặc biệt của thế hệ Inspiron 14 N5440 i5 1334U là việc sản phẩm được tích hợp thêm phím gọi Copilot trên Windows, đây là trợ lý AI cá nhân do Microsoft phát triển, sẽ hỗ trợ giải đáp các thắc mắc và cung cấp thông tin hữu ích cho người dùng trong quá trình giải quyết công việc.","20990000","/may-tinh-xach-tay/dell-inspiron-14-n5440-i5-1334u"
"25","Laptop HP Pavilion 15-eg3112TU i7 1355U/16GB/512GB/15.6'FHD/Win11","HP Pavilion 15 eg3112TU là chiếc laptop có vẻ ngoài hiện đại, với phong cách tối giản nhưng vẫn hết sức thời trang. Phiên bản màu bạc sáng bóng và chất liệu nhôm tạo nên sự cao cấp cả khi nhìn vào lẫn sử dụng. Logo HP bóng bẩy, màu bạc kim loại sang trọng, viền màn hình siêu mỏng cùng kích thước tổng thể mỏng nhẹ giúp laptop vừa hấp dẫn lại vừa có tính di động cao. HP Pavilion 15 có trọng lượng chỉ 1,7kg và độ mỏng 17,9mm, rất dễ dàng để cho vào cặp xách, balo di chuyển một cách nhẹ nhàng.","23490000","/may-tinh-xach-tay/hp-pavilion-15-eg3112tu-i7-1355u"
"27","Laptop MSI Gaming Thin A15 B7UCX-240VN R5-7535HS/16GB/512GB/15.6\"FHD/RTX2050 4GB/Win11_Balo","Hệ thống bảo mật tiên tiến với chip TPM 2.0 trên MSI Gaming Thin A15 B7UCX-240VN giúp mã hóa dữ liệu và bảo vệ các thông tin quan trọng khỏi các mối đe dọa an ninh mạng khi truy cập Internet. Bên cạnh đó, máy còn được trang bị khóa Kensington Lock bảo vệ thiết bị khỏi việc bị mất cắp hoặc truy cập trái phép vào dữ liệu.","15490000","/may-tinh-xach-tay/msi-gaming-thin-a15-b7ucx-240vn-r5-7535hs"
"28","Laptop Acer Aspire 7 Gaming A715-76G-5806 i5 12450H/16GB/512GB/NVIDIA RTX3050 4GB/Win11","Acer Aspire 7 Gaming A715 có độ nghiêng chuẩn công thái học, tự động nâng máy lên một góc nghiêng nhỏ khi đặt lên mặt bàn. Điều này mang đến rất nhiều lợi ích, giúp vị trí đặt tay của bạn hợp lý, đỡ bị mỏi hơn; khoảng trống thông gió cho hiệu suất tản nhiệt tốt; đồng thời loa ngoài cũng mang tới âm thanh chất lượng cao hơn khi không bị cản bởi mặt phẳng.","18990000","/may-tinh-xach-tay/acer-aspire-7-gaming-a715-76g-5806-i5-12450h"
"29","Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/15.6\"FHD/Win11/Office HS21","Các công nghệ tương tác không dây nổi bật như Wi-Fi 6 và Bluetooth 5.3 giúp kết nối phụ kiện ngoại vi nhanh chóng, ổn định hơn, hạn chế độ trễ khi làm việc online hay chơi game.","16490000","/may-tinh-xach-tay/dell-inspiron-15-3520-i5-1235u-u165w11slu"
"30","Laptop Lenovo IdeaPad Slim 3 14IRH10 i5-13420H/24GB/512GB/14\" WUXGA/Win 11","Sự riêng tư luôn là yếu tố quan trọng, và Lenovo đảm bảo điều đó khi trang bị màn trập vật lý cho webcam của IdeaPad Slim 3. Khi không sử dụng, bạn chỉ cần kéo nắp che lại để bảo vệ quyền riêng tư, tránh nguy cơ bị theo dõi trái phép bởi mã độc và hacker trong quá trình sử dụng internet.","16490000","/may-tinh-xach-tay/lenovo-ideapad-slim-3-14irh10-83k0000avn"
"31","Laptop Asus TUF Gaming FA507NUR-LP101W R7-7435HS/16GB/512GB/15.6\"/GeForce RTX4050 6GB/Win11","Trước khi xuất xưởng tới tay người dùng, TUF Gaming FA507NUR-LP101W đã trải qua nhiều bài thử nghiệm khắc nghiệt, đảm bảo máy vận hành tốt và phục vụ nhu cầu trải nghiệm bền bỉ suốt nhiều năm.","23990000","/may-tinh-xach-tay/asus-tuf-gaming-fa507nur-lp101w-r7-7435hs"
"32","Laptop Acer Nitro 5 Tiger Gaming AN515-58-52SP i5 12500H/8GB/512GB SSD/GeForce RTX 3050 4GB/Win11","Những cổng kết nối phổ biến và tiên tiến nhất đều tập hợp trên Nitro 5 Tiger 2022. Bạn sẽ có cổng HDMI 2.1, Intel Thunderbolt 4 USB Type-C và USB 3.2, cho bạn thỏa sức kết nối với các thiết bị ngoại vi để phục vụ công việc, chơi game.","18990000","/may-tinh-xach-tay/acer-nitro-gaming-an515-58-52sp-i5-12500h"
"33","Laptop Lenovo Ideapad 1 - 14ALC7 R5 5625U/16GB/512GB/14.0\" FHD/Win 11","Cụ thể, tính năng Smart Power giúp tự động điều chỉnh hiệu suất, thời lượng pin và nhiệt độ nhằm đảm bảo laptop hoạt động ổn định và tiết kiệm năng lượng tối đa. Chế độ Smart Wireless có thể cải thiện kết nối Wi-Fi, giúp truy cập internet ổn định và nhanh hơn ngay cả trong môi trường mạng đông người. Công nghệ Tự phục hồi & bảo vệ tệp tin sẽ góp phần ngăn chặn tin tặc, bảo vệ dữ liệu quan trọng, đảm bảo laptop luôn an toàn trước các mối đe dọa an ninh mạng.","11490000","/may-tinh-xach-tay/lenovo-ideapad-1-14alc7-r5-5625u-82r30099vn"
"34","MacBook Air 13 inch M2 2022 8CPU 8GPU 8GB/256GB","Phiên bản MacBook Air M2 2022 tiếp tục duy trì phương thức sạc qua cổng MagSafe – cực kỳ tiện lợi cho thao tác kết nối, tháo lắp nhờ cơ chế từ tính thông minh. Nhằm tối ưu khả năng tương tác cho sản phẩm, Apple đặt ở cạnh trái của máy hai cổng Thunderbolt với nhiều ưu thế về năng lực kết nối. Sự hỗ trợ của Thunderbolt cho phép chủ nhân MacBook Air M2 xuất tín hiệu hình ảnh 6K ra màn hình ngoài. Ngoài ra, cổng âm thanh 3.5 mm quen thuộc vẫn được hiện diện ở cạnh phải thiết bị.","21490000","/may-tinh-xach-tay/macbook-air-m2-2022-13-inch"
"35","Laptop Acer Nitro V Gaming ANV15-51-53NE i5 13420H/16GB/512GB/15.6\"FHD/RTX2050 4GB/Win11","Trong các trận chiến game đồng đội, âm thanh giao tiếp đóng vai trò rất quan trọng. Acer Gaming Nitro V được trang bị công nghệ DTS X: Ultra Audio, mang đến chất lượng âm thanh rõ ràng và sống động, cho dù đó là âm thanh trong trò chơi hay âm thanh qua micro khi giao tiếp. Tính năng Acer PurifiedView và PurifiedVoice cũng giúp cải thiện chất lượng hình ảnh và âm thanh khi sử dụng webcam và micro, đảm bảo bạn luôn có những buổi chơi game vui vẻ cùng bạn bè.","18990000","/may-tinh-xach-tay/acer-nitro-v-gaming-anv15-51-53ne-i5-13420h"
"36","Laptop Lenovo Gaming LOQ 15ARP9 R7-7435HS/12GB/512GB/15.6\"FHD/RTX4050_6GB/Win11","Hệ thống cổng tương tác được hãng khéo léo bố trí ở cả cạnh bên và cạnh sau nhằm tăng độ linh hoạt khi kết nối với các thiết bị ngoại vi như màn hình rời, tai nghe hoặc dây cáp mạng. Logo LOQ được đặt khéo léo ở góc trên mặt A góp phần tạo điểm nhấn về thẩm mỹ và mang dấu ấn thương hiệu.","24890000","/may-tinh-xach-tay/lenovo-gaming-loq-15arp9-83jc003vvn"
"37","Laptop Asus Gaming Vivobook K3605ZU-RP296W i5-12500H/16GB/512GB/16\"/Nvidia GeForce RTX4050 6GB/Win11","Thêm vào đó, nhà sản xuất còn phủ lên thân máy lớp chất liệu ức chế vi khuẩn Antimicrobial Guard nhằm bảo vệ sức khỏe người sử dụng trước những tác nhân gây hại từ môi trường. Asus cho biết lớp phủ độc đáo này có thể ức chế đến 99% những loại vi khuẩn và duy trì hiệu quả xuyên suốt 3 năm, đạt chuẩn ISO 22196.","21290000","/may-tinh-xach-tay/asus-gaming-vivobook-k3605zu-rp296w-i5-12500h"
"38","Laptop HP 15-fd0235TU i5 1334U/16GB/512GB SSD/15.6\"FHD//Win11","Bàn phím laptop HP 15-fd0235TU gồm các phím có khoảng cách cũng như độ nảy được tính toán phù hợp nhằm mang tới trải nghiệm gõ êm tay, nhanh chóng. Đặc biệt, khu vực Number Pad tích hợp bên phải hỗ trợ nhập số liệu và phép tính nhanh chóng. Đây là một điểm cộng đối với dân văn phòng nói chung, đặc biệt là những ngành nghề đặc thù như kế toán.","15490000","/may-tinh-xach-tay/hp-15-fd0235tu-i5-1334u"
"39","Laptop HP 14s-dq5121TU i3 1215U/8GB/512GB/14'FHD/Win11","Sở hữu viên pin 3 Cell 41Wh giúp laptop HP 14s-dq5121TU có thể duy trì hoạt động liền mạch lên tới khoảng 7 - 8 giờ cho mỗi lần sạc đầy, tương đương một ngày làm việc mà không cần sạc lại. Nhờ đó, bạn sẽ không phải mang theo sạc đi khắp nơi, thoải mái sử dụng ở những địa điểm không có sẵn nguồn sạc. Tính năng sạc nhanh giúp lấy lại pin cho máy nhanh chóng. Bạn chỉ mất khoảng 45 phút để sạc lại được 50% pin, sẵn sàng tiếp tục công việc.","9490000","/may-tinh-xach-tay/hp-14s-dq5121tu-i3-1215u"
"40","Laptop Asus Vivobook X1504VA-NJ526W i5 1335U/16GB/512GB SSD/15.6\" FHD/Win11","Vivobook X1504VA-NJ526W cũng có những giải pháp kết nối không dây hiện đại như Wi-Fi 6E và Bluetooth 5, giúp bạn luôn kết nối mạng không dây với tốc độ cao và ổn định, đồng thời dễ dàng kết nối với các thiết bị Bluetooth như tai nghe, loa, chuột không dây... Ngoài ra, máy tính này còn được trang bị cảm biến vân tay một chạm và camera HD 720p với tấm che riêng tư, đảm bảo tính an toàn và bảo mật cho dữ liệu của bạn.","15490000","/may-tinh-xach-tay/asus-vivobook-x1504va-nj526w-i5-1335u"
"41","Laptop Acer Aspire 7 A715-76-53PJ i5 12450H/16GB/512GB/15.6\"FHD/Win11","Trong thế giới kỹ thuật số ngày nay, kết nối nhanh chóng và ổn định là yếu tố không thể thiếu trên các thiết bị di động. Thấu hiểu điều đó, Acer đang trang bị các giải pháp kết nối hiện đại nhất cho Aspire 7 A715-76-53PJ, bao gồm Bluetooth 5.1, RJ45 Gigabit Ethernet và Wi-Fi 6E. Nhờ vậy, chiếc laptop này sẽ có thể mang đến cho bạn trải nghiệm chia sẻ file tốc độ cao và phát streaming 4K mượt mà.","13890000","/may-tinh-xach-tay/acer-aspire-7-a715-76-53pj-i5-12450h"
"42","Laptop HP 15-fc0089AU R7-7730U/16GB/512GB/15.6\"FHD/AMD Radeon/Win11_A94XWPA","HP 15-fc0089AU là một lựa chọn đa năng hoàn hảo trong phân khúc tầm trung, phù hợp với mọi đối tượng người dùng. Với thiết kế tinh tế, hiệu suất mạnh mẽ từ bộ vi xử lý Ryzen 7-7730U, màn hình chất lượng cao và thời lượng pin ấn tượng, chiếc laptop này đáp ứng tốt mọi nhu cầu từ công việc, học tập đến giải trí. Dù bạn là học sinh, sinh viên, nhân viên văn phòng hay người đam mê công nghệ, HP 15-fc0089AU đều mang đến trải nghiệm sử dụng tuyệt vời, đáng tin cậy và tiện lợi.","15490000","/may-tinh-xach-tay/hp-15-fc0089au-a94xwpa-r7-7730u"
"43","Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/15.6\"FHD/Win11/Office HS24/OS365","Viền màn hình mỏng giúp tối ưu diện tích hiển thị, tạo cảm giác hiện đại và chuyên nghiệp. Chất liệu cao cấp cùng độ hoàn thiện tỉ mỉ đảm bảo độ bền bỉ theo thời gian, giúp máy có thể hoạt động ổn định trong nhiều năm mà không lo xuống cấp nhanh chóng.","16490000","/may-tinh-xach-tay/dell-inspiron-15-3520-i5-1235u-71061229"
"44","Laptop Lenovo Gaming LOQ - 15IAX9 i5 12450HX/AI/12GB/512GB/15.6\"FHD/RTX3050 6GB/Win11","Lenovo Gaming LOQ 15IAX9 là một trong những chiếc laptop chơi game tiên phong ứng dụng trí tuệ nhân tạo AI để quản lý hiệu năng. Sử dụng nền tảng Lenovo AI Engine+ cùng với sự hỗ trợ từ con chip AI LA1, máy tính tự động học hỏi thói quen sử dụng của người dùng, sau đó tự động phân tích và điều chỉnh phần cứng của máy dựa trên các ứng dụng hay trò chơi mà bạn thường xuyên sử dụng, từ đó tối ưu hóa hiệu suất của CPU và GPU một cách thông minh và hiệu quả nhất. Nhờ vào tính năng này, bạn không cần phải mất công thiết lập cấu hình thủ công, laptop AI sẽ tự động điều chỉnh để đảm bảo mang tới trải nghiệm tốt nhất khi sử dụng.","21190000","/may-tinh-xach-tay/lenovo-gaming-loq-15iax9-i5-12450hx-12gb-rtx3050"
"45","Laptop MSI Gaming Katana 15 B13UDXK-2213VN i5 13500H/16GB/1TB/15.6\"FHD/RTX3050 6GB/Win11_Balo","Về trải nghiệm âm thanh, laptop MSI Katana 15 B13U sở hữu hệ thống loa ngoài chất lượng, có khả năng cung cấp chất âm chuẩn Hi-Res Audio độ phân giải cao và cực kỳ chi tiết. Ngoài ra, hiệu ứng âm thanh vòm với công nghệ Nahimic của SteelSeries sẽ khiến cho mỗi tiết tấu thanh âm hiện lên trung thực, đã tai, khiến bạn như thực sự đang sống trong thế giới game.","20990000","/may-tinh-xach-tay/msi-gaming-katana-15-b13udxk-2213vn-i5-13500h"
